ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
92179,ICM-LT000229,STICKER RACE PRINTS AND DESIGNS,,Payment,Security Deposit Payable,PR037984,GL0015123,2019-10-05,0000-00-00,B-007,Land Bank of the Philippines,0,-6000.00
92160,ICM-LT000523,HOUSE OF TAHO,,Payment,Security Deposit Payable,PR302568,GL0015120,2019-10-05,0000-00-00,B-007,Land Bank of the Philippines,0,-60000.00
93946,ICM-LT000057,UNISILVER,,Payment,Security Deposit Payable-Preop Clearing,UFT0001540,GL0015259,2019-10-08,0000-00-00,B-012,Banks of the Philippine Islands,0,-9653.70
94048,ICM-LT000478,MEMO,,Payment,Security Deposit Payable,PR302569,GL0015263,2019-10-15,0000-00-00,B-007,Land Bank of the Philippines,0,-18396.00
149207,ICM-LT000492,POTATO CORNER- LG,,Payment,Security Deposit Payable-ARNTI,IP0000075,GL0023879,2019-10-17,0000-00-00,,,0,-96000.00
98861,ICM-LT000100,SPARKLES,,Payment,Security Deposit Payable,PR038439,GL0016198,2019-11-09,0000-00-00,B-007,Land Bank of the Philippines,0,-31590.00
99365,ICM-LT000478,MEMO,,Payment,Security Deposit Payable,PR302570,GL0016236,2019-11-13,0000-00-00,B-007,Land Bank of the Philippines,0,-18396.00
108417,ICM-LT000069,SALON DE ROSE,,Payment,Security Deposit Payable-Preop Clearing,UFT0001753,GL0017646,2019-12-06,0000-00-00,B-012,Banks of the Philippine Islands,0,-10861.20
108419,ICM-LT000069,SALON DE ROSE,,Payment,Security Deposit Payable-Preop Clearing,UFT0001753,GL0017647,2019-12-06,0000-00-00,B-012,Banks of the Philippine Islands,0,-11404.26
105435,ICM-LT000125,CAFE MAJSTEA,,Payment,Security Deposit Payable,PR038562,GL0017209,2019-12-08,0000-00-00,B-007,Land Bank of the Philippines,0,-3000.00
105447,ICM-LT000176,POTATO GIANT,,Payment,Security Deposit Payable,PR302572,GL0017212,2019-12-09,0000-00-00,B-007,Land Bank of the Philippines,0,-6000.00
105700,ICM-LT000161,FRUITFULL,,Payment,Security Deposit Payable,PR038578,GL0017238,2019-12-09,0000-00-00,B-007,Land Bank of the Philippines,0,-7500.00
105724,ICM-LT000020,CORE PACIFIC,,Payment,Security Deposit Payable,PR302573,GL0017239,2019-12-09,0000-00-00,B-007,Land Bank of the Philippines,0,-31500.00
106087,ICM-LT000121,USSC,,Payment,Security Deposit Payable,PR302574,GL0017272,2019-12-11,0000-00-00,B-007,Land Bank of the Philippines,0,-5250.00
106089,ICM-LT000121,USSC,,Payment,Security Deposit Payable,PR302574,GL0017273,2019-12-11,0000-00-00,B-007,Land Bank of the Philippines,0,-11025.00
106085,ICM-LT000121,USSC,,Payment,Security Deposit Payable,PR302574,GL0017271,2019-12-11,0000-00-00,B-007,Land Bank of the Philippines,0,-12501.24
106766,ICM-LT000224,WAFFLE TIME,,Payment,Security Deposit Payable-Preop Clearing,UFT0001746,GL0017291,2019-12-13,0000-00-00,B-012,Banks of the Philippine Islands,0,-6000.00
111735,ICM-LT000356,VIVO,,Payment,Security Deposit Payable,PR038766,GL0018188,2020-01-07,0000-00-00,B-007,Land Bank of the Philippines,0,-7500.00
